Code,Cities,State,Airport_Name
15975,Mariposa,CA,Mariposa-Yosemite
15976,Creswell,OR,Hobby Field
15977,Polson,MT,Polson Airport
15978,Ashland,OR,Ashland Municipal-Sumner Parker Field
15979,Decatur,WA,Decatur Shores
15980,Lake City,FL,Lake City Gateway
15981,Mena,AR,Mena Intermountain Municipal
15982,Fortuna,CA,Rohnerville
15983,Zuni Pueblo,NM,Black Rock
15991,Yakutat,AK,Yakutat Airport
16091,Detroit,MI,Willow Run
16101,Yakima,WA,Yakima Air Terminal/McAllister Field
16102,Yankton,SD,Chan Gurney Municipal
16133,Youngstown/Warren,OH,Youngstown-Warren Regional
16218,Yuma,AZ,Yuma MCAS/Yuma International
16292,Branson,MO,John the Diver
16311,Nyac,AK,Nyac Airport
16335,Albuquerque,NM,Double Eagle II
16336,Gasquet,CA,Ward Field
16339,Illinois Creek,AK,Illinois Creek Airport
16340,Chomondely Sound,AK,Chomondely Sound Airport
16341,Coal Bay,AK,Coal Bay Airport
16342,Happy Harbour,AK,Happy Harbour Airport
16343,Lancaster Cove,AK,Lancaster Cove Airport
16344,Reid Cove,AK,Reid Cove Airport
16345,Saltery Cove,AK,Saltery Cove Airport
16346,Clover Bay,AK,Clover Bay Airport
16347,El Capitan,AK,El Capitan Peak
16348,Salmon Bay Lake,AK,Salmon Bay Lake Airport
16352,Cloverdale,CA,Cloverdale Municipal
16353,North Kingstown,RI,Quonset State
16354,Nappanee,IN,Nappanee Municipal
16355,Paradise,CA,Paradise Skypark
16356,Kennewick,WA,Vista Field
16357,Delta,CO,Blake Field
16358,Waterville,WA,Waterville Airport
16361,Zanesville,OH,Zanesville Municipal
16363,Fernandina Beach,FL,Fernandina Beach Municipal
16390,Beluga,AK,Beluga Airport
16392,McCord,AK,McCord Seaplane Base
16396,Nellie Juan,AK,Nellie Juan Airport
16404,South Naknek,AK,Peter Pan Seafoods
16409,Marquette,MI,K. I. Sawyer AFB
16412,Slaton,TX,City of Slaton Larry T Neal Meml
16414,Picayune,MS,Picayune Municipal
16419,Sewanee,TN,Franklin County
16422,Gulf Shores,AL,Gulf Shores International Jack Edwards Field
16423,Andalusia/Opp,AL,South Alabama Regional at Bill Benton Field
16424,Frankfort,MI,Frankfort Dow Memorial Field
16425,Potsdam,NY,Potsdam Municipal Damon Field
16426,Ada,OK,Ada Regional
16427,Tuxekan Island,AK,Naukati Bay Seaplane Base
16428,Marble Canyon,AZ,Marble Canyon Airport
16429,Middlebury,VT,Middlebury State
16431,Aberdeen,ID,Aberdeen Municipal
16438,Lima,OH,Lima Airport
16440,Austin,TX,Robert Mueller Municipal
16441,Plainville,CT,Robertson Field
16442,Millbrook,NY,Sky Acres
16445,Driggs,ID,Driggs-Reed Memorial
16449,Paragould,AR,Kirk Field
16451,Salome,AZ,Sheepy Hollow Ranch
16453,Gregory,SD,Gregory Municipal Flynn Field
16454,Hamilton,NY,Hamilton Municipal
16455,Demopolis,AL,Demopolis Regional
16459,Fremont,OH,Sandusky County Regional
16463,Michellville,MD,Freeway
16468,Philadelphia,MS,Philadelphia Municipal
16469,Wadena,MN,Wadena Municipal
16470,Bluffton,OH,Bluffton Airport
16472,Independence Creek,AK,Independence Creek Airport
16473,Wichita,KS,Beech Factory
16474,Jefferson,GA,Jackson County
16479,Montague,MA,Turners Falls
16487,Taunton,MA,Taunton Municipal King Field
16489,Seward Peninsula,AK,Kelly Creek Airstrip
16490,Bear Fish Camp,AK,Bear Fish Camp Airport
16491,Princeton,ME,Princeton Municipal
16495,Simsbury,CT,Simsbury Airport
16496,Logan,WV,Logan County
16497,Fairhope,AL,H. L. Sonny Callahan
16498,Skaneateles,NY,Skaneateles Aero Drome
16499,Johnstown,NY,Fulton County
16500,Red Wing,MN,Red Wing Regional
16501,Madison,CT,Griswold
16502,Oxford,NC,Henderson Oxford
16503,Islesboro,ME,Islesboro Airport
16504,Honesdale,PA,Cherry Ridge
16505,Fairbanks,AK,Gold King Creek
16508,Squaw Lake,AK,Squaw Lake Airport
16509,Sevierville,TN,Gatlinburg-Pigeon Forge
16510,Beaufort,NC,Michael J. Smith Field
16511,Indianapolis,IN,Indianapolis Metro
16512,Mattituck,NY,Mattituck Airport
16515,Brewster,WA,Anderson Field
16517,Chemehuevi Valley,CA,Chemehuevi Valley Airport
16519,Carlisle,PA,Carlisle Airport
16520,Middletown,DE,Summit
16521,Big Piney,WY,Miley Memorial Field
16524,Petersburg,WV,Grant County
16525,West Chester,PA,Brandywine Regional
16526,Marshfield,MA,Marshfield Municipal George Harlow Field
16527,Monroeville,AL,Monroe County Aeroplex
16528,Richmond,VA,Hanover County Municipal
16532,Medina,OH,Medina Municipal
16534,Clewiston,FL,Airglades
16536,Troy,AL,Troy Municipal at N Kenneth Campbell Field
16537,Notchitoches,LA,Natchitoches Regional
16538,Clinton,NC,Clinton Sampson County
16539,Indianapolis,IN,Eagle Creek Airpark
16540,Belfast,ME,Belfast Municipal
16541,Okeechobee,FL,Okeechobee County
16542,Walterboro,SC,Lowcountry Regional
16543,Northampton,MA,Northampton Airport
16547,Pella,IA,Pella Municipal
16548,Hampton,NH,Hampton Airfield
16549,Winters,TX,Winters Municipal
16552,Burlington,NC,Burlington Alamance Regional
16553,Oxford,ME,Oxford County Regional
16555,Midlothian/Waxahachie,TX,Mid Way Regional
16558,Hammond,LA,Hammond Northshore Regional
16560,Bend,OR,Bend Municipal
16561,Springerville,AZ,Springerville Municipal
16563,Osceola,WI,L O Simenstad Municipal
16566,Jean,NV,Jean Airport
16567,Akun,AK,Akun Airport
16568,Ocean City,NJ,Ocean City Municipal
16569,Hornell,NY,Hornell Municipal
16571,Penn Yan,NY,Penn Yan Yates County
16572,Searchlight,NV,Searchlight Airport
16573,Broken Bow,NE,Broken Bow Municipal Keith Glaze Field
16577,Moncks Corner,SC,Berkeley County
16580,Qugruc,AK,Qugruc Airport
16581,Gold King 2,AK,Gold King 2 Airport
16582,Thomson,GA,Thomson McDuffie County
16583,Summerville,SC,Summerville Airport
16584,Rampart,AK,Hunter Creek Mine
16585,Sussex,NJ,Sussex Airport
16588,West Dover,VT,Deerfield Valley Regional
16589,Hallock,MN,Hallock Municipal
16594,Willimantic,CT,Windham
16598,Tracy,CA,Tracy Municipal
16603,Deer Harbor,WA,Deer Harbor Marina
16621,Zips,AK,Zips Airport
16624,Warren,VT,Warren Sugarbush
16625,Lumberton,NJ,Flying W
16627,Bethel,ME,Bethel Regional
16628,Ehpriam,WI,Ephraim Gibraltar
16630,Tolstoi Bay,AK,Tolstoi Bay Airport
16633,Bethel2,ME,Cole Dyke
16634,Quincy,MA,Quincy Airport
16635,Belen,NM,Alexander Municipal
16639,Gila Bend,AZ,Gila Bend Municipal
16640,Rockingham,NC,Richmond County
16643,Pittsburgh,PA,Pittsburgh Northeast
16644,New Milford,CT,Candlelight Farms
16647,Fitiuta Village,TT,Fitiuta
16651,Camp Orkila Eastsound,WA,Camp Orkila Seaplane Base
16654,Shaw Island,WA,Shaw Islands Water Aerodrome
16656,Danielson,CT,Danielson Airport
16658,Gainesville,TX,Gainesville Municipal
16659,Wichita Falls,TX,Kickapoo Downtown
16661,York,NE,York Municipal
16662,Naknek-1,AK,Icicle Seafoods
16663,Jeffersonville,IN,Clark Regional
16665,Brady,TX,Curtis Field
16666,Dover-Cheswold,DE,Delware Airpark
16668,Deadhorse1,AK,Point Thomson Airstrip
16669,Jasper,AL,Walker County Bevill Field
16672,Toughkenamon,PA,New Garden
16673,Canton,GA,Cherokee County Regional
16678,Los Angeles,CA,Whiteman
16679,Marfa,TX,Marfa Municipal
16680,Canandaigua,NY,Canandaigua Airport
16681,East Haddam,CT,Goodspeed
16682,Gettysburg,PA,Gettysburg Regional
16683,Dowagiac,MI,Dowagiac Municipal
16684,Collegeville,PA,Perkiomen Valley
16688,Eastman,GA,Heart of Georgia Regional
16689,Tarentum,PA,Rock
16692,Three Forks,MT,Three Forks Airport
16694,Hereford,TX,Hereford Municipal
16695,Lafayette,TN,Lafayette Municipal
16696,Smith Bay,AK,Smith Bay Airport
16697,Moneta,VA,Smith Mountain Lake
16698,Dune Lake,AK,Dune Lake Airport
16699,Junction,TX,Kimble County
16700,Patterson,CA,Del Mar Farms
16702,Encino,TX,El Coyote Ranch
16704,Brockport,NY,Ledgedale Airpark
16706,Austin,TX,Austin Executive Airpark
16709,Castroville,TX,Castroville Municipal
16710,Indian Head,MD,Maryland
16711,Reno,NV,Reno Stead
16715,Seneca Falls,NY,Finger Lakes Regional
16719,Monroe,NC,Charlotte Monroe Executive
16720,Fairbanks1,AK,Van Curlers Sandbar
16721,Bridgewater,VA,Bridgewater Air Park
16722,Millersburg,OH,Holmes County
16723,Nakochna,AK,Nakochna Airport
16724,Ticonderoga,NY,Ticonderoga Municipal
16725,Gerlach,NV,Black Rock City
16727,New Jersey,NJ,Old Bridge
16728,Franklin,NC,Macon County
16729,Mount Vernon,OH,Knox County
16730,Gorham,NH,Gorham Airport
16731,Haverhill,NH,Dean Memorial
16736,Stonington,ME,Stonington Municipal
16737,Scottsboro,AL,Scottsboro Municipal Word Field
16738,Bentonville,AR,Bentonville Municipal Louise M Thaden Field
16739,Columbus,OH,Bolton Field
16740,Delaware,OH,Delaware Municipal Jim Moore Field
16741,Selmer,TN,Robert Sibley
16742,Indianapolis,IN,Indy South Greenwood
16743,Batesville,MS,Panola County
16744,Effingham,IL,Effingham County Regional
16745,Houston,TX,Houston Executive
16746,Grants,NM,Grants Milan Municipal
16748,Doylestown,PA,Doylestown Airport
16749,China Spring,TX,Wildcat Canyon
16750,Sanford,NC,Raleigh Exec Jetport at Sanford Lee County
16751,Placida,FL,Coral Creek
16754,Whiteville,NC,Columbus County Regional
16755,Dallas,TX,McKinney National
16758,Brawley,CA,Brawley Municipal
16760,Glen Canyon,UT,Bullfrog Basin
16761,Bowling Green,OH,Wood County
16762,Reserve,LA,Port of South Louisiana Executive
16764,Fort Meade,MD,Tipton
16765,Lone Rock,WI,Tri County Regional
16767,Fort A P Hill,VA,Mary Walker Lz
16769,Siler City,NC,Siler City Municipal
16770,Monte Vista,CO,Monte Vista Municipal
16771,New Richmond,WI,New Richmond Regional
16774,Richmond,VA,Richmond Executive Chesterfield County
16775,Richland,MO,Richland Municipal
16776,Clevland,TN,Cleveland Regional Jetport
16777,Farmington,PA,Nemacolin
16778,Middleton,WI,Middleton Municipal Morey Field
16780,Ashland,OH,Ashland County
16783,Greensboro,GA,Greene County Regional
16784,Mayfield,KY,Mayfield Graves County
16785,Carrizo Springs,TX,Dimmit County
16787,Ramona,CA,Ramona Airport
16788,Thomaston,GA,Thomaston Upson County
16789,Van Horn,TX,Culberson County
16790,Sylacauga,AL,Merkel Field Sylacauga Municipal
16791,Terrell,TX,Terrell Municipal
16792,West Milford,NJ,Greenwood Lake
16793,Moroe,WI,Monroe Municipal
16795,Minneapolis,MN,Anoka County Blaine
16796,Estherville,IA,Estherville Municipal
16801,Philadelphia,PA,Penns Landing Heliport
16802,Paxson,HI,Paxson Airport
16803,Paxson,AK,Paxson Airport
16804,Napaimute,AK,Napaimute Pioneer Airfield
16805,Champion,NE,Smith Field
16807,Hopedale,MA,Hopedale Industrial Park
16810,Fort Payne,AL,Isbell Field
16811,Cullman,AL,Cullman Regional Folsom Field
16812,Monroe,GA,Cy Nunnally Memorial
16813,Moultonboro,NH,Moultonborough
16815,Southampton,NY,Southampton Heliport
16816,Deland,FL,Deland Municipal Sidney H Taylor Field
16817,Pahrump,NV,Calvada Meadows
16818,Nikisha,AK,McGahan Industrial Park
16819,New Roads,LA,False River Regional
16820,Fairfield,IA,Fairfield Municipal
16821,South Haven,MI,South Haven Area Regional
16823,Buena,CO,Central Colorado Regional
16828,Essington,PA,Philadelphia Seaplane Base
16829,West Palm Beach,FL,Palm Beach County Park
16830,Port Washington,NY,Sands Point Seaplane Base
16831,Suffolk,NY,Sebonac
16832,New York,NY,New York Skyports Seaplane Base
16837,Colorado City,AZ,Colorado City Municipal
16838,Norfolk,VA,Hampton Roads Executive
16839,Huntingburg,IN,Huntingburg Airport
16840,Lexington Parsons,TN,Beech River Regional
16842,Hampton,GA,Atlanta Speedway
16843,Rio Vista,CA,Rio Vista Municipal
16844,Delano,CA,Delano Municipal
16846,Lake Wales,FL,Lake Wales Municipal
16847,Litchfield,IL,Litchfield Municipal
16848,Camilla,GA,Camilla Mitchell County
16849,Atlantic,IA,Atlantic Municipal
16850,North Salt Lake,UT,A A Helicopters Inc
16851,Cross Keys,NJ,Cross Keys Airport
16853,Dumas,TX,Moore County
16856,Abingdon,VA,Virginia Highlands
16857,San Antonio,TX,Stinson Municipal
16860,Waupaca,WI,Waupaca Municipal
16861,Hackettstown,NJ,Hackettstown Airport
16863,South Bethlehem,NY,South Albany
16865,Holdrege,NE,Brewster Field
16867,Ellenville,NY,Joseph Y Resnick
16868,Hillsboro,NH,Hawthorne Feather Airpark
16869,Williston,ND,Williston Basin International
16871,Chester,CT,Chester Airport
16872,Galliano,LA,South Lafourche Leonard Miller Jr
16873,Truth Or Consequences,NM,Spaceport America
16875,Blakely,GA,Early County
16876,Charleston,SC,Charleston Executive
16879,Llano,TX,Llano Municipal
16880,Lancaster,TX,Lancaster Regional
16883,Ahoskie,NC,Tri County at Henry Joyner Field
16886,Colt,AR,Delta Regional
16897,Brenham,TX,Brenham Municipal
16898,Dayton,TN,Mark Anton
16900,Lajitas,TX,Lajitas International
16901,West Palm Beach,FL,North Palm Beach County Gen Aviation
16902,Beaumont,TX,Beaumont Municipal
16903,Eastport,ME,Eastport Municipal
16904,Millbrook,NY,Johnson Landing Strip
16905,Spanish Fork,UT,Spanish Fork Municipal Woodhouse Field
16906,Sandpoint,ID,Sandpoint Airport
16907,Garberville,CA,Garberville Airport
16908,Deer Park,WA,Deer Park Airport
16909,Edinburg,TX,South Texas International at Edinburg
16910,Louisa,VA,Louisa County Freeman Field
16911,Caldwell,ID,Caldwell Exec
16913,Atlanta,GA,Paulding Memorial Hospital Heliport
16914,El Mirage,CA,El Mirage Field Adelanto
16915,Clinton,MO,Clinton Regional
16916,Leakey,TX,Real County
16917,Baytown,TX,Baytown Airport
16918,Meeker,CO,Meeker Coulter Field
16919,Graford,TX,Possum Kingdom
16920,Davis,CA,University
16922,Washington,IN,Daviess County
16923,Mertarvik,AK,Mertarvik Quarry Road Landing Strip
16924,Reading,NJ,Solberg Hunterdon
16925,Malone,NY,Malone Dufort
16926,Waco,TX,McGregor Exec
16927,Oak Island,NC,Cape Fear Regional Jetport Howie Franklin
16934,Asheboro,NC,Asheboro Regional
16935,Willoughby,OH,Lake County Executive
16936,Ennis,MT,Ennis Big Sky
16937,Greenville,ME,Greenville Municipal
16938,West Bend,WI,West Bend Municipal
16940,Elizabethon,TN,Elizabethton Municipal
16941,Brookfield,MO,North Central Missouri Regional
16942,Center,TX,Center Municipal
16947,Fredericksburg,TX,Gillespie County
16948,Comanche,TX,Comanche County City
16951,Warrenton,VA,Warrenton Fauquier
16952,Cleveland,MS,Cleveland Municipal
16953,Huntsville,TX,Huntsville Municipal
16954,Boston,MA,Boston Harbor Seaplane Base
16955,New York,NY,Sag Harbor
16956,New York,NY,Shelter Island
16957,New York,NY,Noyack
16958,New Braunfels,TX,New Braunfels National
16959,Connellsville,PA,Joseph A Hardy Connellsville
16961,Bridgeport,TX,Bridgeport Municipal
16962,Granbury,TX,Granbury Regional
16964,Hot Springs,SD,Hot Springs Municipal
16965,Shelter Island,NY,Sbnysh
16966,North Haven,NY,Sbnynb
16967,Belie Haven,CT,Sbctbh
16968,Moriarty,NM,Moriarty Municipal
16969,Silver Springs,NV,Silver Springs Airport
16972,Sturgis,SD,Sturgis Municipal
16973,Green Valley,AZ,Ruby Star Airpark
16974,Churchville,MD,Harford County
16975,Coolidge,AZ,Coolidge Municipal
16976,Milledgeville,GA,Baldwin County Regional
16978,Morehead,KY,Morehead Rowan County Clyde A Thomas Regional
16979,Columbia,MS,Columbia Marion County
16980,Williamsburg,VA,Camp Peary Landing Strip
16982,Deerpark,AK,Deer Park
16983,Odessa,WA,Odessa Municipal
16984,Fulton,TX,Kalt Ranch
16985,Healy,AK,Temsco Helicopters Inc Heliport
16986,Pahokee,FL,Palm Beach County Glades
16987,Blackstone,VA,Allan C Perkinson Blackstone AAF
16990,Andover,NJ,Aeroflex Andover
16991,Hendersonville,NC,Hendersonville Airport
16992,Tintina,AK,Gold Mining Landing Strip
16993,Walker,MN,Walker Municipal
16994,North Pole,AK,Bradley Sky Ranch
16995,Lawing,AK,Lawing Airport
16999,Cabo Rojo,PR,Boqueron
17000,Meriden,CT,Meriden Markham Municipal
17002,Calhoun,GA,Tom B David Field
17004,Condon,OR,Condon State Pauling Field
17005,Juneau,WI,Dodge County
17007,Cornelia,GA,Habersham County
17008,Williamstown,NJ,Southern Cross
17011,Newtok,AK,Newtok Seaplane Base
17012,Wauchula,FL,Wauchula Municipal
17013,Fulshear,TX,Covey Trails
17014,Allendale,SC,Allendale County
17020,Palmdale,CA,Gray Butte Field
17021,Camden,NJ,76ers Camden Heliport
17022,Pomona,NJ,Pomona Airport
17023,Newark,NJ,Prudential Center Heliport
17024,Philadelphia,PA,Heliport 76er
17025,Atlantic City,NJ,Ocean Casino Resort
17026,Aberdeen,MD,Fanatics Aberdeen Fulfillment Center
17027,East Rutherford,NJ,Meadowlands 2 Nj Complex Heliport
17028,Baltimore,MD,Johns Hopkins Hosp Crit Care Twr Heliport
17029,Conshohocken,PA,Conshohocken Heliport
17030,Bensalem,PA,Total Rf Heliport
17031,Somers,CT,Valley Farm
17033,Oxford,OH,Miami University
17035,Little River,CA,Little River Airport
17036,Quincy,FL,Quincy Municipal
17037,Tacoma,WA,Tacoma Seaplane Base
17039,Andrews,NC,Western Carolina Regional
17040,Harriman,NY,Avie M Harriman
17042,Kearny,NJ,Helo Kearny Heliport
17043,Newport,NH,Parlin Field
17044,Elkton,MD,Claremont
17045,Baraboo,WI,Baraboo Wisconsin Dells Regional
17047,Madison,IN,Madison Municipal
17048,West Point,VA,Middle Peninsula Regional
17049,Allentown,PA,Allentown Queen City Municipal
17050,Norridgewock,ME,Central Maine of Norridgewock
17051,Apalachicola,FL,St George Island
17052,Chambersburg,PA,Franklin County Regional
17053,Nuiqsut,AK,Willow Conocophillips
17054,Lees Summit,MO,Kansas City Lees Summit Regional
17058,Buckeye,AZ,Buckeye Municipal
17059,Auburn,NY,Murphy Field
17060,Lincoln,CA,Lincoln Regional Karl Harder Field
17062,Arcadia,FL,Arcadia Municipal
17063,Coshocton,OH,Richard Downing
17064,Stanton,KY,Stanton Airport
17065,West Palm Beach,FL,Wellington Aero Club
17074,French Lick,IN,French Lick Municipal
17075,Manville,NJ,Central Jersey Regional
17076,Keystone Heights,FL,Keystone Heights Airport
17077,Palmer,AK,Wolf Lake
17078,Pittsfield,IL,Pittsfield Penstone Municipal
17079,Pittstown,NJ,Sky Manor
17086,Ambler,AK,Ambler Airport
17089,Kodiak,AK,Kodiak Airport
17133,Eagles Mere,PA,Merritt Field
